3.170781612396240234e+00,2.229518890380859375e+00,1.394948840141296387e+00,9.743958115577697754e-01,1.081624388694763184e+00
3.146627426147460938e+00,2.138503074645996094e+00,1.280084967613220215e+00,8.079490661621093750e-01,9.856421947479248047e-01
3.062274217605590820e+00,2.130916595458984375e+00,1.239524960517883301e+00,8.014370799064636230e-01,8.708040118217468262e-01
2.864892482757568359e+00,2.091314554214477539e+00,1.189645171165466309e+00,6.066795587539672852e-01,4.169666469097137451e-01
2.816686630249023438e+00,2.034633159637451172e+00,1.142343997955322266e+00,4.262614548206329346e-01,3.910341262817382812e-01
2.687523603439331055e+00,1.925515532493591309e+00,1.046673059463500977e+00,4.140985012054443359e-01,3.312529027462005615e-01
2.600161314010620117e+00,1.764733314514160156e+00,9.379070401191711426e-01,4.117052555084228516e-01,2.982809841632843018e-01
